OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
2715,050-0024,2394-000,Pataugeoire,Lachine,Récréatif
2716,003-0250, ,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2717,073-0055-76-S2,0156-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2718,073-0056-76-S1, ,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2719,095-0003,2815-000,Pétanque,Saint-Laurent,Loisirs et détente
2720,003-0082,0022-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2721,075-0066,0495-000,Soccer à 4-5,Mercier-Hochelaga-Maisonneuve,Sportif
2722,073-0079, ,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2723,004-0145,0937-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2724,089-0007,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
2725,073-0083,1648-286,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2726,003-0214,2662-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2727,021-0042,2564-000,Bocce,Montréal-Nord,Loisirs et détente
2728,076-0071, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2729,071-0043,9502-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
2730,016-0017,0426-000,Balle,Ahuntsic-Cartierville,Sportif
2731,050-0025,0202-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
2732,004-0242,0151-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2733,032-0015,0110-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2734,032-0003,0024-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2735,012-0056,2857-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
2736,003-0361,0343-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2737,052-0027,0411-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2738,089-0014,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2739,074-0025-76-S2,1083-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2740,003-0371,0363-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2741,063-0008,9502-000,Quai,L'Île-Bizard-Sainte-Geneviève,Plein air
2742,004-0463,1102-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2743,003-0016,2807-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2744,004-0199,2704-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2745,042-0031,2397-000,Jeux d'eau,Lachine,Récréatif
2746,003-0142,1090-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2747,005-0038,2858-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
2748,076-0065,1860-013,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2749,071-0013,9542-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2750,071-0063,2701-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
2751,053-0027,0126-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
2752,003-0107,0010-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2753,049-0003, ,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
2754,071-0061,0109-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
2755,005-0005,1087-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2756,016-0120,0704-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2757,089-0035,0391-000,Volleyball de plage,Ville-Marie,Récréatif
2758,031-0007,0401-000,Étang / lac,Villeray-Saint-Michel-Parc-Extension,Plein air
2759,042-0088,2442-000,Jeux d'eau,LaSalle,Récréatif
2760,049-0004,0047-000,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
2761,095-0038,0198-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2762,003-0012,2803-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2763,009-0026,2368-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
2764,095-0083,0094-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2765,075-0056,2475-003,Soccer à 4-5,LaSalle,Sportif
2766,004-0189,2662-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2767,067-0004,0292-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
2768,003-0164,0937-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2769,042-0063,0166-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2770,004-0095,2430-007,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2771,004-0333,0970-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2772,076-0009,0046-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2773,072-0003,2797-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2774,073-0091,0076-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
2775,016-0091,0157-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2776,072-0025,1140-000,Anneau / Rond de glace,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2777,071-0018,0010-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2778,076-0005,2807-000,Soccer à 7,Saint-Laurent,Sportif
2779,003-0010,2801-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2780,003-0043,0594-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2781,050-0037,0946-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
2782,051-0004,2556-000,Patinoire réfrigérée / Basketball,Montréal-Nord,Récréatif
2783,055-0023,0401-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
2784,064-0006,9503-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
2785,042-0060,0159-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2786,058-0002,2818-000,Piste d'athlétisme (400m) et équipements,Saint-Laurent,Sportif
2787,016-0068,0402-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2788,042-0134,2011-000,Jeux d'eau,Anjou,Récréatif
2789,037-0008,9502-000,Grève / Plage,L'Île-Bizard-Sainte-Geneviève,Plein air
2790,004-0460,0043-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2791,005-0026,2948-000,Aire de jeu combiné,Verdun,Aire de jeu - enfant
2792,003-0474,0106-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2793,018-0112,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2794,003-0351,0341-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2795,089-0015,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2796,016-0096,2893-000,Balle,Verdun,Sportif
2797,004-0203,2676-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2798,009-0010,2790-000,Aire de pique-nique,Saint-Laurent,Plein air
2799,033-0002,0341-000,Ferme,Le Sud-Ouest,Loisirs et détente
2800,055-0058,0697-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2801,016-0065,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2802,076-0036,0885-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
2803,076-0129,0102-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
2804,003-0276,0156-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2805,064-0004,2405-000,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
2806,005-0024,2357-000,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2807,059-0003, ,Piste d'athlétisme (440m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
2808,052-0062,2651-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
2809,013-0008,0236-000,Aire d'exercice canin,Le Plateau-Mont-Royal,Loisirs et détente
2810,042-0096,2459-000,Jeux d'eau,LaSalle,Récréatif
2811,003-0497,2869-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
2812,072-0028,2556-000,Anneau / Rond de glace,Montréal-Nord,Loisirs et détente
2813,004-0210,2700-005,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2814,018-0098,2466-000,Basketball,LaSalle,Récréatif
2815,010-0008,0206-000,Aire de planche à roulette,Rosemont-La Petite-Patrie,Récréatif
2816,028-0002,0023-000,Croquet,Ahuntsic-Cartierville,Récréatif
2817,069-0009,9562-000,Sentier de raquette,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
2818,027-0003,1820-001,Cricket,Verdun,Sportif
2819,010-0016,0159-000,Aire de planche à roulette,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2820,071-0002,2800-000,Sentier pédestre,Saint-Laurent,Plein air
2821,056-0006,1257-000,Piste cyclable,Ville-Marie,Plein air
2822,008-0001,9541-000,Aire de pêche autorisée,Ahuntsic-Cartierville,Plein air
2823,022-0001,9502-000,Boisé,L'Île-Bizard-Sainte-Geneviève,Plein air
2824,018-0045,0401-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
2825,009-0038,0348-000,Aire de pique-nique,Le Sud-Ouest,Plein air
2826,072-0018,2610-000,Anneau / Rond de glace,Outremont,Loisirs et détente
2827,002-0028,1267-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2828,075-0038,,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2829,031-0001,3814-000,Étang / lac,Saint-Laurent,Plein air
2830,012-0009,0025-000,Aire d'entraînement pour adultes,Ahuntsic-Cartierville,Loisirs et détente
2831,089-0024,0005-000,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2832,050-0094,2014-000,Pataugeoire,Anjou,Récréatif
2833,095-0068,0678-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2834,070-0003,9541-000,Sentier de ski de fond,Ahuntsic-Cartierville,Plein air
2835,004-0348,1262-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2836,052-0039,0202-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
2837,004-0041, ,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2838,073-0028,0950-001,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
2839,021-0023,2675-000,Bocce,Pierrefonds-Roxboro,Loisirs et détente
2840,018-0140,2855-000,Basketball,Saint-Léonard,Récréatif
2841,009-0015,2653-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
2842,042-0004,2802-000,Jeux d'eau,Saint-Laurent,Récréatif
2843,016-0075,2652-000,Balle,Pierrefonds-Roxboro,Sportif
2844,052-0021, ,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
2845,009-0044,2550-000,Aire de pique-nique,Montréal-Nord,Plein air
2846,003-0311,2910-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2847,095-0040,1289-000,Pétanque,Ville-Marie,Loisirs et détente
2848,052-0036,2398-000,Patinoire avec bandes,Lachine,Récréatif
2849,016-0004,2799-000,Balle,Saint-Laurent,Sportif
2850,073-0010,0424-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
2851,095-0027,0206-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2852,005-0018,2705-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
2853,004-0163,1289-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2854,048-0007,0101-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2855,081-0038,2656-000,Tennis,Pierrefonds-Roxboro,Sportif
2856,071-0045,2354-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
2857,004-0225,2700-006,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2858,016-0160,2858-000,Balle,Saint-Léonard,Sportif
2859,074-0011,1806-200,Soccer / Football,Ville-Marie,Sportif
2860,003-0172,2621-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2861,003-0063,0064-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2862,042-0094,2454-000,Jeux d'eau,LaSalle,Récréatif
2863,071-0049,2914-000,Sentier pédestre,Verdun,Plein air
2864,073-0054-76-S1,0166-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2865,095-0110,2560-000,Pétanque,Montréal-Nord,Loisirs et détente
2866,070-0027,0170-000,Sentier de ski de fond,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
2867,076-0050,,Soccer à 7,Pierrefonds-Roxboro,Sportif
2868,006-0001,1267-000,Aire de jeu pour adolescents,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2869,012-0027,0698-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2870,081-0065,2459-000,Tennis,LaSalle,Sportif
2871,076-0149,2850-000,Soccer à 7,Saint-Léonard,Sportif
2872,073-0095,0482-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
2873,042-0114,0692-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2874,050-0021,2391-000,Pataugeoire,Lachine,Récréatif
2875,003-0123,0221-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2876,016-0033,0413-000,Balle,Ahuntsic-Cartierville,Sportif
2877,016-0049,0212-000,Balle,Rosemont-La Petite-Patrie,Sportif
2878,081-0088,0083-000,Tennis,Mercier-Hochelaga-Maisonneuve,Sportif
2879,016-0076,2653-000,Balle,Pierrefonds-Roxboro,Sportif
2880,075-0073,2853-000,Soccer à 4-5,Saint-Léonard,Sportif
2881,016-0067,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2882,031-0013,2909-000,Étang / lac,Verdun,Plein air
2883,073-0018,0011-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
2884,009-0008,2817-000,Aire de pique-nique,Saint-Laurent,Plein air
2885,095-0056,0597-001,Pétanque,Le Sud-Ouest,Loisirs et détente
2886,004-0373,0921-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2887,004-0264,2903-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2888,055-0067,2002-000,Piscine extérieure,Anjou,Récréatif
2889,003-0240,2689-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2890,095-0075,0102-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2891,050-0004,2790-000,Pataugeoire,Saint-Laurent,Récréatif
2892,001-0010,0401-000,Arbri soleil,Villeray-Saint-Michel-Parc-Extension,Plein air
2893,004-0451,1293-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2894,071-0015,0005-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2895,052-0129,2852-000,Patinoire avec bandes,Saint-Léonard,Récréatif
2896,076-0007,0224-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2897,013-0047,,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
2898,021-0006,0024-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
2899,018-0118,2564-000,Basketball,Montréal-Nord,Récréatif
2900,076-0117,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2901,048-0012,2814-000,Palet,Saint-Laurent,Loisirs et détente
2902,058-0017,1860-014,Piste d'athlétisme (400m) et équipements,Montréal-Nord,Sportif
2903,004-0261,2932-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2904,058-0005,0206-000,Piste d'athlétisme (400m) et équipements,Rosemont-La Petite-Patrie,Sportif
2905,073-0099,0083-000,Soccer à 11 - Stade Saputo,Mercier-Hochelaga-Maisonneuve,Sportif
2906,003-0055,0224-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2907,004-0068,0411-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2908,004-0035,0046-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2909,016-0156,2854-000,Balle,Saint-Léonard,Sportif
2910,004-0418,0094-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2911,072-0014,3814-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2912,081-0027,0401-000,Tennis,Villeray-Saint-Michel-Parc-Extension,Sportif
2913,076-0016,0010-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
2914,034-0013,2812-000,Football,Saint-Laurent,Sportif
2915,067-0008,0937-000,Scène,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2916,016-0066,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2917,004-0032,3805-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2918,018-0009,2811-000,Basketball,Saint-Laurent,Récréatif
2919,050-0016,0004-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
2920,003-0477,0056-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2921,087-0001,0126-000,Ultimate frisbee,Rosemont-La Petite-Patrie,Sportif
2922,004-0250,0179-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2923,004-0383,2564-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
2924,089-0058,2850-000,Volleyball de plage,Saint-Léonard,Récréatif
2925,004-0315,0343-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2926,053-0064,2450-000,Patinoire sans bandes,LaSalle,Récréatif
2927,001-0011,0560-000,Arbri soleil,Ville-Marie,Plein air
2928,073-0043,2698-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2929,052-0011,2798-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2930,053-0034,0402-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
2931,054-0020,0209-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
2932,012-0044,1215-000,Aire d'entraînement pour adultes,LaSalle,Loisirs et détente
2933,004-0425,0101-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2934,042-0142,1293-000,Jeux d'eau,Le Sud-Ouest,Récréatif
2935,018-0023,0411-000,Basketball,Ahuntsic-Cartierville,Récréatif
2936,005-0025,2919-000,Aire de jeu combiné,Verdun,Aire de jeu - enfant
2937,018-0141,2858-000,Basketball,Saint-Léonard,Récréatif
2938,004-0320,0260-002,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2939,095-0054,0348-000,Pétanque,Le Sud-Ouest,Loisirs et détente
2940,003-0153,0401-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2941,071-0028,2413-000,Sentier pédestre,Lachine,Plein air
2942,016-0114,0256-000,Balle,Le Sud-Ouest,Sportif
2943,052-0016,0236-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
2944,004-0338,0969-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2945,008-0003,2414-000,Aire de pêche autorisée,Lachine,Plein air
2946,003-0052,0068-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2947,013-0026,0161-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
2948,003-0195,0226-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
2949,065-0007,0908-000,Patinoire 4 saisons,Ville-Marie,Récréatif
2950,075-0003,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
2951,055-0048,2464-000,Piscine extérieure,LaSalle,Récréatif
2952,016-0039,2398-000,Balle,Lachine,Sportif
2953,050-0093,2012-000,Pataugeoire,Anjou,Récréatif
2954,071-0053,9562-000,Sentier pédestre,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
2955,004-0221,2729-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2956,042-0126,0188-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2957,076-0066,0156-000,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2958,009-0023,9501-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
2959,016-0022,0024-000,Balle,Ahuntsic-Cartierville,Sportif
2960,003-0427,1122-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2961,016-0077,2656-000,Balle,Pierrefonds-Roxboro,Sportif
2962,053-0024,0212-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
2963,052-0117,0094-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
2964,010-0012,2614-000,Aire de planche à roulette,Outremont,Récréatif
2965,052-0023,0931-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2966,052-0018,0236-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
2967,076-0083, ,Soccer à 7,LaSalle,Sportif
2968,070-0029,9562-000,Sentier de ski de fond,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
2969,053-0067,0260-002,Patinoire sans bandes,Le Sud-Ouest,Récréatif
2970,004-0050,0337-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2971,002-0032,2009-000,Aire de glissade,Anjou,Loisirs et détente
2972,032-0011,0376-000,Fer / Galet,Le Sud-Ouest,Loisirs et détente
2973,076-0049,2669-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
2974,076-0042,2601-000,Soccer à 7,Outremont,Sportif
2975,049-0023,0256-000,Pastille - Basketball,Le Sud-Ouest,Récréatif
2976,063-0016,2550-000,Quai,Montréal-Nord,Plein air
2977,016-0105,2466-000,Balle,LaSalle,Sportif
2978,004-0141,0943-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2979,016-0054,0220-000,Balle,Rosemont-La Petite-Patrie,Sportif
2980,009-0012,0219-000,Aire de pique-nique,Rosemont-La Petite-Patrie,Plein air
2981,004-0024,2817-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2982,042-0100,2484-000,Jeux d'eau,LaSalle,Récréatif
2983,053-0021,2398-000,Patinoire sans bandes,Lachine,Récréatif
2984,048-0002,2452-000,Palet,LaSalle,Loisirs et détente
2985,004-0423,0059-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2986,016-0078,2656-000,Balle,Pierrefonds-Roxboro,Sportif
2987,003-0470,0098-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2988,002-0024,0345-000,Aire de glissade,Le Sud-Ouest,Loisirs et détente
2989,016-0130,2551-000,Balle,Montréal-Nord,Sportif
2990,042-0064,0509-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2991,003-0491,2011-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
2992,003-0050,0340-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2993,056-0011,9503-000,Piste cyclable,Pierrefonds-Roxboro,Plein air
2994,057-0002, ,Piste d'athlétisme (200m) et équipements,Outremont,Sportif
2995,075-0029,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2996,052-0032,2391-000,Patinoire avec bandes,Lachine,Récréatif
2997,075-0035,2675-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2998,002-0013,0212-000,Aire de glissade,Rosemont-La Petite-Patrie,Loisirs et détente
2999,063-0003,2414-000,Quai,Lachine,Plein air
3000,018-0054,0409-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
3001,004-0090,2419-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
3002,071-0027,2405-000,Sentier pédestre,Lachine,Plein air
3003,076-0012,1860-010,Soccer à 7,Ahuntsic-Cartierville,Sportif
3004,012-0038,1266-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
3005,003-0357,0265-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
3006,016-0047,0209-000,Balle,Rosemont-La Petite-Patrie,Sportif
3007,074-0009,0409-000,Soccer / Football,Villeray-Saint-Michel-Parc-Extension,Sportif
3008,003-0457,0097-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3009,049-0024,0970-000,Pastille - Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
3010,009-0016,2656-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
3011,004-0060,0931-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
3012,073-0007,2813-000,Soccer à 11,Saint-Laurent,Sportif
3013,004-0336,0920-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
3014,052-0092,2459-000,Patinoire avec bandes,LaSalle,Récréatif
3015,003-0126,0879-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
3016,050-0030,0212-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
3017,095-0076,0057-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
3018,003-0241,2727-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3019,003-0204,2654-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3020,001-0017,2565-000,Arbri soleil,Montréal-Nord,Plein air
