OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
3021,095-0050,2898-000,Pétanque,Verdun,Loisirs et détente
3022,069-0003,9503-000,Sentier de raquette,Pierrefonds-Roxboro,Plein air
3023,074-0010,2612-000,Soccer / Football,Outremont,Sportif
3024,052-0089,2903-000,Patinoire avec bandes,Verdun,Récréatif
3025,064-0015,0962-003,Rampe de mise à l'eau / descente de bateaux,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
3026,042-0084,2919-000,Jeux d'eau,Verdun,Récréatif
3027,003-0022,2815-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
3028,054-0017,2854-000,Ping-pong,Saint-Léonard,Loisirs et détente
3029,071-0057,1267-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
3030,004-0384, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
3031,081-0066,2460-000,Tennis,LaSalle,Sportif
3032,053-0004,0061-000,Patinoire sans bandes,Le Plateau-Mont-Royal,Récréatif
3033,003-0461,0495-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3034,049-0025,0704-000,Pastille - Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
3035,073-0037,2601-000,Soccer à 11,Outremont,Sportif
3036,071-0050,1215-000,Sentier pédestre,LaSalle,Plein air
3037,067-0007,0298-000,Scène,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
3038,050-0003,2815-000,Pataugeoire,Saint-Laurent,Récréatif
3039,081-0075,0704-000,Tennis,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
3040,073-0042,2698-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
3041,004-0004,2795-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
3042,003-0449,0492-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3043,003-0206,2656-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3044,073-0012,0459-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
3045,050-0051,0509-000,Pataugeoire,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
3046,042-0050,0574-000,Jeux d'eau,Ville-Marie,Récréatif
3047,053-0014,0414-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
3048,050-0074,2552-000,Pataugeoire,Montréal-Nord,Récréatif
3049,018-0001,2793-000,Basketball,Saint-Laurent,Récréatif
3050,076-0010,0046-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
3051,004-0440,2014-000,Aire de jeu  5 à 12 ans,Anjou,Aire de jeu - enfant
3052,021-0035,0978-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
3053,004-0239,0172-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
3054,003-0114,1186-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
3055,016-0151,2010-000,Balle,Anjou,Sportif
3056,004-0398,0102-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3057,055-0076,2858-000,Piscine extérieure,Saint-Léonard,Récréatif
3058,081-0085,2560-000,Tennis,Montréal-Nord,Sportif
3059,004-0449,2862-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
3060,052-0110,0921-000,Patinoire avec bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
3061,042-0030,0011-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
3062,004-0014,2806-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
3063,081-0006,2814-000,Tennis,Saint-Laurent,Sportif
3064,076-0121,1860-014,Soccer à 7,Montréal-Nord,Sportif
3065,081-0091,2009-000,Tennis,Anjou,Sportif
3066,005-0016,2706-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
3067,055-0022,0946-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
3068,055-0036,2357-000,Piscine extérieure,L'Île-Bizard-Sainte-Geneviève,Récréatif
3069,089-0016,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
3070,004-0402,0058-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3071,004-0209,2688-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3072,004-0243,0170-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
3073,042-0049,0251-000,Jeux d'eau,Ville-Marie,Récréatif
3074,072-0015,2414-000,Anneau / Rond de glace,Lachine,Loisirs et détente
3075,065-0010,2348-000,Patinoire 4 saisons,L'Île-Bizard-Sainte-Geneviève,Récréatif
3076,003-0444,2562-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
3077,009-0006,2814-000,Aire de pique-nique,Saint-Laurent,Plein air
3078,004-0300,2464-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
3079,071-0024,2395-000,Sentier pédestre,Lachine,Plein air
3080,072-0013,2798-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
3081,076-0032,0126-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
3082,003-0243,2710-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3083,050-0028,0209-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
3084,073-0064-76-S2,2895-000,Soccer sous-terrain à 7,Verdun,Sportif
3085,005-0041,2796-000,Aire de jeu combiné,Saint-Laurent,Aire de jeu - enfant
3086,003-0100,2407-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
3087,016-0132, ,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
3088,003-0397,1262-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
3089,004-0270,2914-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
3090,037-0001,0391-000,Grève / Plage,Ville-Marie,Plein air
3091,003-0048,0930-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
3092,050-0053,0158-000,Pataugeoire,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
3093,004-0162,0225-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
3094,010-0028,0186-000,Aire de planche à roulette,Mercier-Hochelaga-Maisonneuve,Récréatif
3095,042-0017,0068-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
3096,003-0249,2370-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
3097,005-0008,1126-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
3098,073-0013,0025-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
3099,055-0005,2797-000,Piscine extérieure,Saint-Laurent,Récréatif
3100,095-0064,0697-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
3101,055-0040,2898-000,Piscine extérieure,Verdun,Récréatif
3102,018-0093,2442-000,Basketball,LaSalle,Récréatif
3103,003-0166,0938-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
3104,076-0002,2836-000,Soccer à 7,Saint-Laurent,Sportif
3105,004-0202,2675-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3106,032-0005,2415-000,Fer / Galet,Lachine,Loisirs et détente
3107,003-0232,2726-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3108,089-0028,2396-000,Volleyball de plage,Lachine,Récréatif
3109,055-0059,0698-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
3110,055-0011,0024-000,Piscine extérieure,Ahuntsic-Cartierville,Récréatif
3111,092-0001,2907-000,Serre municipale,Verdun,Loisirs et détente
3112,003-0069,0426-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
3113,070-0014,7000-000,Sentier de ski de fond,Rosemont-La Petite-Patrie,Plein air
3114,020-0010,9543-000,Belvédère,Ahuntsic-Cartierville,Loisirs et détente
3115,004-0306,2469-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
3116,069-0002,9543-000,Sentier de raquette,Pierrefonds-Roxboro,Plein air
3117,042-0011,2826-000,Jeux d'eau,Saint-Laurent,Récréatif
3118,076-0102,0699-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
3119,065-0014,0348-000,Patinoire 4 saisons,Le Sud-Ouest,Récréatif
3120,055-0075,2856-000,Piscine extérieure,Saint-Léonard,Récréatif
3121,018-0053,1147-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
3122,056-0002,3806-000,Piste cyclable,Saint-Laurent,Plein air
3123,042-0065,0157-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
3124,004-0222,2714-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3125,074-0027, ,Soccer / Football,Mercier-Hochelaga-Maisonneuve,Sportif
3126,042-0072,2893-000,Jeux d'eau,Verdun,Récréatif
3127,050-0010,0224-000,Pataugeoire,Le Plateau-Mont-Royal,Récréatif
3128,001-0013,2446-000,Arbri soleil,LaSalle,Plein air
3129,050-0060,0345-000,Pataugeoire,Le Sud-Ouest,Récréatif
3130,005-0012,0408-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
3131,052-0120,0115-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
3132,016-0048,0212-000,Balle,Rosemont-La Petite-Patrie,Sportif
3133,071-0047,2890-000,Sentier pédestre,Verdun,Plein air
3134,052-0132,2856-000,Patinoire avec bandes,Saint-Léonard,Récréatif
3135,003-0451,0482-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3136,075-0001,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
3137,070-0022,9503-000,Sentier de ski de fond,Pierrefonds-Roxboro,Plein air
3138,050-0049,0146-000,Pataugeoire,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
3139,004-0358,0974-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
3140,058-0007,2698-000,Piste d'athlétisme (400m) et équipements,Pierrefonds-Roxboro,Sportif
3141,042-0018,0337-000,Jeux d'eau,Le Plateau-Mont-Royal,Récréatif
3142,003-0104, ,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
3143,071-0035,0391-000,Sentier pédestre,Ville-Marie,Plein air
3144,004-0003,2794-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
3145,004-0241,0137-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
3146,004-0235,0166-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
3147,004-0164,0386-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
3148,003-0129,0220-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
3149,075-0009,0012-000,Soccer à 4-5,Ahuntsic-Cartierville,Sportif
3150,042-0105,0256-000,Jeux d'eau,Le Sud-Ouest,Récréatif
3151,071-0023,2447-000,Sentier pédestre,Lachine,Plein air
3152,016-0097,2893-000,Balle,Verdun,Sportif
3153,003-0111,2413-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
3154,053-0020,2397-000,Patinoire sans bandes,Lachine,Récréatif
3155,095-0061,0700-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
3156,018-0070,2687-000,Basketball,Pierrefonds-Roxboro,Récréatif
3157,018-0027,2396-000,Basketball,Lachine,Récréatif
3158,055-0029,0391-000,Piscine extérieure,Ville-Marie,Récréatif
3159,003-0183,1269-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
3160,003-0086,0005-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
3161,012-0059,7000-000,Aire d'entraînement pour adultes,Rosemont-La Petite-Patrie,Loisirs et détente
3162,072-0030,2014-000,Anneau / Rond de glace,Anjou,Loisirs et détente
3163,055-0003,2815-000,Piscine extérieure,Saint-Laurent,Récréatif
3164,095-0010,0236-000,Pétanque,Le Plateau-Mont-Royal,Loisirs et détente
3165,003-0415,0986-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
3166,021-0013,0300-000,Bocce,Rosemont-La Petite-Patrie,Loisirs et détente
3167,089-0029,2396-000,Volleyball de plage,Lachine,Récréatif
3168,074-0028,2855-000,Soccer / Football,Saint-Léonard,Sportif
3169,081-0068,2465-000,Tennis,LaSalle,Sportif
3170,003-0378,1004-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
3171,004-0119,0126-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
3172,081-0032,2607-000,Tennis,Outremont,Sportif
3173,003-0057,0337-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
3174,013-0004,3814-000,Aire d'exercice canin,Saint-Laurent,Loisirs et détente
3175,073-0072,0875-000,Soccer à 11,Le Sud-Ouest,Sportif
3176,042-0135,2014-000,Jeux d'eau,Anjou,Récréatif
3177,013-0030,2460-000,Aire d'exercice canin,LaSalle,Loisirs et détente
3178,003-0228,2676-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3179,004-0089,2430-004,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
3180,013-0020,0226-000,Aire d'exercice canin,Ville-Marie,Loisirs et détente
3181,089-0032,0126-000,Volleyball de plage,Rosemont-La Petite-Patrie,Récréatif
3182,052-0095,0348-000,Patinoire avec bandes,Le Sud-Ouest,Récréatif
3183,004-0219,2692-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3184,004-0292,2442-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
3185,071-0017,2414-000,Sentier pédestre,Lachine,Plein air
3186,003-0289,0158-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
3187,095-0012,0035-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
3188,018-0089,2904-000,Basketball,Verdun,Récréatif
3189,009-0054,0114-001,Aire de pique-nique,Mercier-Hochelaga-Maisonneuve,Plein air
3190,070-0006, ,Sentier de ski de fond,Lachine,Plein air
3191,003-0387,0704-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
3192,071-0032,0126-000,Sentier pédestre,Rosemont-La Petite-Patrie,Plein air
3193,076-0006,0336-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
3194,076-0044, ,Soccer à 7,Ville-Marie,Sportif
3195,004-0387,2557-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
3196,018-0026,2396-000,Basketball,Lachine,Récréatif
3197,053-0022,0202-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
3198,016-0084,2348-000,Balle,L'Île-Bizard-Sainte-Geneviève,Sportif
3199,004-0061,0007-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
3200,055-0001,2811-000,Piscine extérieure,Saint-Laurent,Récréatif
3201,003-0334,2454-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
3202,067-0017,2414-000,Scène,Lachine,Loisirs et détente
3203,058-0004,2430-002,Piste d'athlétisme (400m) et équipements,Lachine,Sportif
3204,004-0304,2484-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
3205,004-0390,2559-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
3206,095-0063,0838-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
3207,095-0084,0098-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
3208,012-0039,2852-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
3209,042-0057,2675-000,Jeux d'eau,Pierrefonds-Roxboro,Récréatif
3210,003-0478,0088-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3211,089-0040,2907-000,Volleyball de plage,Verdun,Récréatif
3212,013-0038,1083-000,Aire d'exercice canin,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
3213,016-0121,0704-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
3214,018-0074,2366-000,Basketball,L'Île-Bizard-Sainte-Geneviève,Récréatif
3215,076-0035,0187-000,Soccer à 7,Rosemont-La Petite-Patrie,Sportif
3216,076-0142,2012-000,Soccer à 7,Anjou,Sportif
3217,004-0265,2938-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
3218,004-0079,0014-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
3219,095-0005,2838-000,Pétanque,Saint-Laurent,Loisirs et détente
3220,053-0015,0014-000,Patinoire sans bandes,Ahuntsic-Cartierville,Récréatif
3221,003-0031,2820-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
3222,003-0435,2556-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
3223,012-0028,2550-000,Aire d'entraînement pour adultes,Montréal-Nord,Loisirs et détente
3224,073-0016,0411-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
3225,003-0168,0296-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
3226,004-0381,2554-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
3227,063-0001, ,Quai,Lachine,Plein air
3228,052-0013,0224-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
3229,074-0026,0980-000,Soccer / Football,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
3230,055-0044,2450-000,Piscine extérieure,LaSalle,Récréatif
3231,073-0061,0158-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
3232,075-0065,0111-000,Soccer à 4-5,Mercier-Hochelaga-Maisonneuve,Sportif
3233,081-0024,0207-000,Tennis,Rosemont-La Petite-Patrie,Sportif
3234,003-0223,2669-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3235,003-0141,0590-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
3236,071-0003,2805-000,Sentier pédestre,Saint-Laurent,Plein air
3237,081-0086, ,Tennis,Mercier-Hochelaga-Maisonneuve,Sportif
3238,004-0236,0156-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
3239,016-0042,2398-000,Balle,Lachine,Sportif
3240,016-0154,2012-000,Balle,Anjou,Sportif
3241,003-0303,2932-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
3242,089-0034,0401-000,Volleyball de plage,Villeray-Saint-Michel-Parc-Extension,Récréatif
3243,004-0115,0220-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
3244,049-0005,0010-000,Pastille - Basketball,Ahuntsic-Cartierville,Récréatif
3245,020-0014,2907-000,Belvédère,Verdun,Loisirs et détente
3246,002-0006,3814-000,Aire de glissade,Saint-Laurent,Loisirs et détente
3247,053-0001,2814-000,Patinoire sans bandes,Saint-Laurent,Récréatif
3248,015-0001,0236-000,Badminton,Le Plateau-Mont-Royal,Loisirs et détente
3249,004-0015,2807-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
3250,016-0098,2893-000,Balle,Verdun,Sportif
3251,073-0049,2710-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
3252,077-0003,2855-000,Soccer à 9,Saint-Léonard,Sportif
3253,095-0015,0459-000,Pétanque,Ahuntsic-Cartierville,Loisirs et détente
3254,003-0238,2700-004,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
3255,075-0051,0157-000,Soccer à 4-5,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
3256,004-0033,0237-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
3257,016-0006,2816-000,Balle,Saint-Laurent,Sportif
3258,003-0033,3814-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
3259,016-0139,0105-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
3260,054-0021,0212-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
3261,081-0020,2398-000,Tennis,Lachine,Sportif
3262,003-0072,0007-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
3263,058-0003,0424-000,Piste d'athlétisme (400m) et équipements,Ahuntsic-Cartierville,Sportif
3264,072-0008,2802-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
3265,003-0174,2603-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
3266,076-0152,2861-000,Soccer à 7,Saint-Léonard,Sportif
3267,049-0009,0212-000,Pastille - Basketball,Rosemont-La Petite-Patrie,Récréatif
3268,075-0072,2853-000,Soccer à 4-5,Saint-Léonard,Sportif
3269,081-0039,2698-000,Tennis,Pierrefonds-Roxboro,Sportif
3270,073-0017,0006-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
3271,052-0111,2551-000,Patinoire avec bandes,Montréal-Nord,Récréatif
3272,012-0016,0523-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
3273,020-0005,0225-000,Belvédère,Ville-Marie,Loisirs et détente
3274,003-0442,2553-000,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
3275,010-0009,0126-000,Aire de planche à roulette,Rosemont-La Petite-Patrie,Récréatif
3276,020-0016,2937-000,Belvédère,Verdun,Loisirs et détente
3277,003-0139,0243-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
3278,016-0032,0413-000,Balle,Ahuntsic-Cartierville,Sportif
3279,004-0240,0138-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
3280,095-0090,1266-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
3281,021-0039,0986-000,Bocce,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
3282,004-0049,0061-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
3283,052-0079,0509-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
3284,018-0109,4107-002,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
3285,018-0128,0080-000,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
3286,002-0015,0219-000,Aire de glissade,Rosemont-La Petite-Patrie,Loisirs et détente
3287,051-0007,0225-000,Patinoire réfrigérée,Ville-Marie,Récréatif
3288,042-0027,0414-000,Jeux d'eau,Ahuntsic-Cartierville,Récréatif
3289,024-0001,9543-000,Canöe / Kayak,Pierrefonds-Roxboro,Plein air
3290,003-0464,0095-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
3291,003-0087,0010-001,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
3292,042-0045,0937-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
3293,081-0074,0917-000,Tennis,Le Sud-Ouest,Sportif
3294,010-0007,2394-000,Aire de planche à roulette,Lachine,Récréatif
3295,075-0002,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
3296,054-0014,1267-000,Ping-pong,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
